epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,65.3123,0.67313,0.85699,0.88716,0.99777,1,0.995,0.85716,0.74473,3.6715,0.83806,0.000524861,0.000524861,0.000524861
33,67.5375,0.74286,0.91826,0.94666,1,0.99412,0.995,0.8072,0.71144,3.13539,0.805,0.000538624,0.000538624,0.000538624
34,69.9488,0.58545,0.92182,0.86496,1,0.99412,0.995,0.8072,0.71144,3.13539,0.805,0.000552189,0.000552189,0.000552189
35,72.3638,0.63949,0.8068,0.85783,1,0.97858,0.995,0.8072,0.79895,3.06996,0.77806,0.000565556,0.000565556,0.000565556
36,74.4991,0.66744,0.90374,0.89279,1,0.97858,0.995,0.8072,0.79895,3.06996,0.77806,0.000578725,0.000578725,0.000578725
37,76.6914,0.701,0.90853,0.82538,0.94309,0.66667,0.9125,0.68879,0.91504,2.93222,0.79472,0.000591696,0.000591696,0.000591696
38,78.547,0.69571,0.87001,0.8731,0.94309,0.66667,0.9125,0.68879,0.91504,2.93222,0.79472,0.000604469,0.000604469,0.000604469
39,80.8277,0.73882,0.88014,0.87703,0.95992,1,0.995,0.80757,0.83685,2.07754,0.79011,0.000617044,0.000617044,0.000617044
40,83.043,0.68328,0.85442,0.89415,0.95992,1,0.995,0.80757,0.83685,2.07754,0.79011,0.000629421,0.000629421,0.000629421
41,84.9335,0.68832,0.87154,0.89637,0.972,1,0.995,0.82957,0.78124,1.79345,0.80009,0.0006416,0.0006416,0.0006416
42,86.8153,0.59819,0.75743,0.81651,0.972,1,0.995,0.82957,0.78124,1.79345,0.80009,0.000653581,0.000653581,0.000653581
43,88.7911,0.67746,0.81327,0.86171,0.98729,1,0.995,0.79661,0.79687,1.652,0.80607,0.000665364,0.000665364,0.000665364
44,90.6472,0.66209,0.82279,0.89099,0.98729,1,0.995,0.79661,0.79687,1.652,0.80607,0.000676949,0.000676949,0.000676949
45,92.5505,0.61576,0.68952,0.88989,0.98601,1,0.995,0.73065,1.12001,2.03933,0.90229,0.000688336,0.000688336,0.000688336
46,94.4503,0.77322,0.7074,0.84783,0.98601,1,0.995,0.73065,1.12001,2.03933,0.90229,0.000699525,0.000699525,0.000699525
47,96.3456,0.75419,0.73186,0.86424,0.74651,1,0.9125,0.53415,1.20655,2.74221,1.09356,0.000710516,0.000710516,0.000710516
48,98.2199,0.88315,0.79275,0.9749,0.74651,1,0.9125,0.53415,1.20655,2.74221,1.09356,0.000721309,0.000721309,0.000721309
49,100.337,0.88205,0.73334,0.95776,0.81815,0.66667,0.863,0.54506,1.0753,2.38119,1.05498,0.000731904,0.000731904,0.000731904
50,102.278,0.79632,0.7605,0.97879,0.81815,0.66667,0.863,0.54506,1.0753,2.38119,1.05498,0.000742301,0.000742301,0.000742301
51,104.179,0.87927,0.79388,0.93036,0.48515,0.9505,0.4975,0.31516,0.88579,2.59132,0.92191,0.0007525,0.0007525,0.0007525
52,106.099,0.83084,0.86085,0.94009,0.48515,0.9505,0.4975,0.31516,0.88579,2.59132,0.92191,0.000762501,0.000762501,0.000762501
53,107.967,0.77418,0.77966,0.87201,0.48515,0.9505,0.4975,0.31516,0.88579,2.59132,0.92191,0.000772304,0.000772304,0.000772304
54,109.848,0.66385,0.72858,0.93497,0.94466,1,0.995,0.74087,0.87965,2.17319,0.90478,0.000781909,0.000781909,0.000781909
55,111.697,0.59644,0.67848,0.90097,0.94466,1,0.995,0.74087,0.87965,2.17319,0.90478,0.000791316,0.000791316,0.000791316
56,113.621,0.76558,0.73444,0.87666,0.94466,1,0.995,0.74087,0.87965,2.17319,0.90478,0.000800525,0.000800525,0.000800525
57,115.464,0.69958,0.85244,0.90657,0.96591,1,0.995,0.70253,0.96976,1.64449,0.85102,0.000809536,0.000809536,0.000809536
58,117.281,0.71671,0.60962,0.9064,0.96591,1,0.995,0.70253,0.96976,1.64449,0.85102,0.000818349,0.000818349,0.000818349
59,119.16,0.75903,0.78213,0.91387,0.96591,1,0.995,0.70253,0.96976,1.64449,0.85102,0.000826964,0.000826964,0.000826964
60,120.978,0.74425,0.73021,0.89021,0.73951,1,0.9125,0.67232,1.03206,1.69168,0.88782,0.000835381,0.000835381,0.000835381
61,122.765,0.78044,0.71624,0.90003,0.73951,1,0.9125,0.67232,1.03206,1.69168,0.88782,0.0008436,0.0008436,0.0008436
62,124.628,0.60933,0.59421,0.8453,0.73951,1,0.9125,0.67232,1.03206,1.69168,0.88782,0.000851621,0.000851621,0.000851621
63,126.536,0.63636,0.60167,0.90222,0.93622,0.66667,0.80643,0.5874,1.05401,2.12557,1.07197,0.000859444,0.000859444,0.000859444
64,128.367,0.7758,0.68557,0.86907,0.93622,0.66667,0.80643,0.5874,1.05401,2.12557,1.07197,0.000867069,0.000867069,0.000867069
65,130.231,0.71136,0.62824,0.92467,0.93622,0.66667,0.80643,0.5874,1.05401,2.12557,1.07197,0.000874496,0.000874496,0.000874496
66,132.074,0.64448,0.74888,0.9213,0.962,0.66667,0.80643,0.59576,1.11304,1.76731,1.07611,0.000881725,0.000881725,0.000881725
67,133.966,0.74878,0.61405,0.90046,0.962,0.66667,0.80643,0.59576,1.11304,1.76731,1.07611,0.000888756,0.000888756,0.000888756
68,135.911,0.76583,0.66239,0.91365,0.962,0.66667,0.80643,0.59576,1.11304,1.76731,1.07611,0.000895589,0.000895589,0.000895589
69,137.773,0.64554,0.59416,0.9017,0.55164,1,0.731,0.45016,1.17884,2.1131,0.97171,0.000902224,0.000902224,0.000902224
70,139.648,0.89761,0.72014,0.96105,0.55164,1,0.731,0.45016,1.17884,2.1131,0.97171,0.000908661,0.000908661,0.000908661
71,141.48,0.80608,0.76794,0.90405,0.55164,1,0.731,0.45016,1.17884,2.1131,0.97171,0.0009149,0.0009149,0.0009149
72,143.484,0.73087,0.69615,0.92683,0.15705,1,0.17559,0.10033,1.39158,4.4685,1.53542,0.000920941,0.000920941,0.000920941
73,145.369,0.7305,0.64443,0.93563,0.15705,1,0.17559,0.10033,1.39158,4.4685,1.53542,0.000926784,0.000926784,0.000926784
74,147.245,0.88848,0.81171,0.93559,0.15705,1,0.17559,0.10033,1.39158,4.4685,1.53542,0.000932429,0.000932429,0.000932429
75,149.149,0.63924,0.76567,0.89389,0.20084,1,0.21321,0.18089,0.84285,6.98172,0.99265,0.000937876,0.000937876,0.000937876
76,151.006,0.5513,0.59384,0.89597,0.20084,1,0.21321,0.18089,0.84285,6.98172,0.99265,0.000943125,0.000943125,0.000943125
77,152.871,0.67661,0.61972,0.91878,0.20084,1,0.21321,0.18089,0.84285,6.98172,0.99265,0.000948176,0.000948176,0.000948176
78,154.753,0.62167,0.60776,0.8977,0.12002,1,0.12978,0.1141,0.92083,13.1851,1.09396,0.000953029,0.000953029,0.000953029
79,156.619,0.71379,0.63269,0.87713,0.12002,1,0.12978,0.1141,0.92083,13.1851,1.09396,0.000957684,0.000957684,0.000957684
80,158.522,0.61812,0.56199,0.88319,0.12002,1,0.12978,0.1141,0.92083,13.1851,1.09396,0.000962141,0.000962141,0.000962141
81,160.406,0.72491,0.61535,0.92642,0.12759,1,0.13568,0.10281,0.92793,15.8362,1.15803,0.0009664,0.0009664,0.0009664
82,162.298,0.61808,0.52126,0.91992,0.12759,1,0.13568,0.10281,0.92793,15.8362,1.15803,0.000970461,0.000970461,0.000970461
83,164.127,0.74036,0.60514,0.96276,0.12759,1,0.13568,0.10281,0.92793,15.8362,1.15803,0.000974324,0.000974324,0.000974324
84,166.074,0.72846,0.57918,0.91339,0.20545,0.66667,0.27136,0.21709,0.95847,7.06858,1.09996,0.000977989,0.000977989,0.000977989
85,167.977,0.74872,0.6808,1.01615,0.20545,0.66667,0.27136,0.21709,0.95847,7.06858,1.09996,0.000981456,0.000981456,0.000981456
86,169.964,0.6399,0.5906,0.91312,0.20545,0.66667,0.27136,0.21709,0.95847,7.06858,1.09996,0.000984725,0.000984725,0.000984725
87,171.875,0.71895,0.64895,0.96115,0.20545,0.66667,0.27136,0.21709,0.95847,7.06858,1.09996,0.000987796,0.000987796,0.000987796
88,173.836,0.67711,0.56261,0.86037,0.8958,1,0.995,0.80724,0.91641,1.23524,1.02664,0.000990669,0.000990669,0.000990669
89,175.614,0.60034,0.58024,0.8749,0.8958,1,0.995,0.80724,0.91641,1.23524,1.02664,0.000993344,0.000993344,0.000993344
90,177.586,0.62763,0.61774,0.85578,0.8958,1,0.995,0.80724,0.91641,1.23524,1.02664,0.000995821,0.000995821,0.000995821
91,179.462,0.71396,0.63711,0.8859,0.8958,1,0.995,0.80724,0.91641,1.23524,1.02664,0.0009981,0.0009981,0.0009981
92,181.304,0.65322,0.65136,0.95612,0.84626,1,0.995,0.81285,0.83092,1.44804,1.16356,0.00100018,0.00100018,0.00100018
93,183.213,0.67137,0.66068,0.89941,0.84626,1,0.995,0.81285,0.83092,1.44804,1.16356,0.00100206,0.00100206,0.00100206
94,185.095,0.56848,0.55634,0.87273,0.84626,1,0.995,0.81285,0.83092,1.44804,1.16356,0.00100375,0.00100375,0.00100375
95,186.919,0.67182,0.59929,0.92983,0.84626,1,0.995,0.81285,0.83092,1.44804,1.16356,0.00100524,0.00100524,0.00100524
96,188.811,0.63218,0.59555,0.92749,0.96524,1,0.995,0.86265,0.80186,1.11233,1.05083,0.00100653,0.00100653,0.00100653
97,191.303,0.59107,0.57393,0.82597,0.96524,1,0.995,0.86265,0.80186,1.11233,1.05083,0.00100762,0.00100762,0.00100762
98,193.655,0.65192,0.59906,0.95408,0.96524,1,0.995,0.86265,0.80186,1.11233,1.05083,0.00100851,0.00100851,0.00100851
99,195.995,0.61151,0.58002,0.86776,0.96524,1,0.995,0.86265,0.80186,1.11233,1.05083,0.0010092,0.0010092,0.0010092
100,198.561,0.54291,0.52967,0.89802,0.95836,1,0.995,0.8627,0.80578,1.12631,1.12056,0.0010097,0.0010097,0.0010097
101,201.021,0.60573,0.55091,0.84818,0.95836,1,0.995,0.8627,0.80578,1.12631,1.12056,0.00101,0.00101,0.00101
102,203.534,0.67522,0.6067,0.97224,0.95836,1,0.995,0.8627,0.80578,1.12631,1.12056,0.0010001,0.0010001,0.0010001
103,205.891,0.698,0.62637,0.92742,0.95836,1,0.995,0.8627,0.80578,1.12631,1.12056,0.0009902,0.0009902,0.0009902
104,208.439,0.75177,0.61974,0.94989,0.95798,1,0.995,0.86273,0.77891,1.05471,1.03761,0.0009803,0.0009803,0.0009803
105,210.77,0.49077,0.43171,0.86871,0.95798,1,0.995,0.86273,0.77891,1.05471,1.03761,0.0009704,0.0009704,0.0009704
106,212.902,0.55607,0.46543,0.89898,0.95798,1,0.995,0.86273,0.77891,1.05471,1.03761,0.0009605,0.0009605,0.0009605
107,215.173,0.60474,0.60759,0.93357,0.95798,1,0.995,0.86273,0.77891,1.05471,1.03761,0.0009506,0.0009506,0.0009506
108,217.374,0.58109,0.52121,0.95068,0.97543,1,0.995,0.90755,0.77431,0.88613,1.05952,0.0009407,0.0009407,0.0009407
109,219.555,0.59227,0.51188,0.93198,0.97543,1,0.995,0.90755,0.77431,0.88613,1.05952,0.0009308,0.0009308,0.0009308
110,221.853,0.45883,0.44695,0.87364,0.97543,1,0.995,0.90755,0.77431,0.88613,1.05952,0.0009209,0.0009209,0.0009209
111,224.126,0.5304,0.48802,0.89554,0.97543,1,0.995,0.90755,0.77431,0.88613,1.05952,0.000911,0.000911,0.000911
112,226.385,0.59469,0.48318,0.84316,0.98358,1,0.995,0.85178,0.81661,0.66926,1.02573,0.0009011,0.0009011,0.0009011
113,228.252,0.47059,0.43221,0.89968,0.98358,1,0.995,0.85178,0.81661,0.66926,1.02573,0.0008912,0.0008912,0.0008912
114,230.085,0.48209,0.4331,0.90647,0.98358,1,0.995,0.85178,0.81661,0.66926,1.02573,0.0008813,0.0008813,0.0008813
115,231.988,0.65601,0.55613,0.97527,0.98358,1,0.995,0.85178,0.81661,0.66926,1.02573,0.0008714,0.0008714,0.0008714
116,234.004,0.60145,0.59928,0.84667,0.98547,1,0.995,0.85753,0.79425,0.71143,1.05023,0.0008615,0.0008615,0.0008615
117,235.868,0.64817,0.46635,0.88665,0.98547,1,0.995,0.85753,0.79425,0.71143,1.05023,0.0008516,0.0008516,0.0008516
118,237.739,0.77087,0.68852,1.00747,0.98547,1,0.995,0.85753,0.79425,0.71143,1.05023,0.0008417,0.0008417,0.0008417
119,239.62,0.57016,0.52962,0.86078,0.98547,1,0.995,0.85753,0.79425,0.71143,1.05023,0.0008318,0.0008318,0.0008318
120,241.633,0.60346,0.53174,0.92426,0.98455,1,0.995,0.796,0.81168,0.75094,1.04742,0.0008219,0.0008219,0.0008219
121,243.512,0.71711,0.50008,0.91524,0.98455,1,0.995,0.796,0.81168,0.75094,1.04742,0.000812,0.000812,0.000812
122,245.425,0.78584,0.52827,0.91099,0.98455,1,0.995,0.796,0.81168,0.75094,1.04742,0.0008021,0.0008021,0.0008021
123,247.378,0.63634,0.47232,0.87717,0.98455,1,0.995,0.796,0.81168,0.75094,1.04742,0.0007922,0.0007922,0.0007922
124,249.471,0.55575,0.47798,0.85591,0.98321,1,0.995,0.76316,0.89531,0.64028,1.06639,0.0007823,0.0007823,0.0007823
125,251.386,0.53249,0.48192,0.87715,0.98321,1,0.995,0.76316,0.89531,0.64028,1.06639,0.0007724,0.0007724,0.0007724
126,253.229,0.64555,0.53162,0.86026,0.98321,1,0.995,0.76316,0.89531,0.64028,1.06639,0.0007625,0.0007625,0.0007625
127,255.024,0.47656,0.42567,0.87296,0.98321,1,0.995,0.76316,0.89531,0.64028,1.06639,0.0007526,0.0007526,0.0007526
128,257,0.58351,0.51576,0.89338,0.98219,1,0.995,0.796,0.94024,0.64795,1.03873,0.0007427,0.0007427,0.0007427
129,258.789,0.5848,0.46559,0.88478,0.98219,1,0.995,0.796,0.94024,0.64795,1.03873,0.0007328,0.0007328,0.0007328
130,260.659,0.66013,0.54105,0.9224,0.98219,1,0.995,0.796,0.94024,0.64795,1.03873,0.0007229,0.0007229,0.0007229
131,262.458,0.64267,0.5437,0.91742,0.98219,1,0.995,0.796,0.94024,0.64795,1.03873,0.000713,0.000713,0.000713
132,264.344,0.5726,0.44283,0.84675,0.98342,1,0.995,0.79699,0.86835,0.54225,0.97287,0.0007031,0.0007031,0.0007031
133,266.169,0.4623,0.39592,0.8567,0.98342,1,0.995,0.79699,0.86835,0.54225,0.97287,0.0006932,0.0006932,0.0006932
134,267.896,0.54287,0.42082,0.83987,0.98342,1,0.995,0.79699,0.86835,0.54225,0.97287,0.0006833,0.0006833,0.0006833
135,269.713,0.60058,0.4157,0.90611,0.98342,1,0.995,0.79699,0.86835,0.54225,0.97287,0.0006734,0.0006734,0.0006734
136,271.531,0.51082,0.40459,0.83491,0.97969,1,0.995,0.81299,0.83086,0.6135,1.01937,0.0006635,0.0006635,0.0006635
137,273.48,0.45661,0.38609,0.9026,0.97969,1,0.995,0.81299,0.83086,0.6135,1.01937,0.0006536,0.0006536,0.0006536
138,275.325,0.5744,0.4826,0.89256,0.97969,1,0.995,0.81299,0.83086,0.6135,1.01937,0.0006437,0.0006437,0.0006437
139,277.14,0.65668,0.55928,0.92299,0.97969,1,0.995,0.81299,0.83086,0.6135,1.01937,0.0006338,0.0006338,0.0006338
140,279.131,0.46429,0.44812,0.84068,1,0.97664,0.995,0.7857,0.8532,0.63409,1.022,0.0006239,0.0006239,0.0006239
141,281.212,0.56377,0.43325,0.87748,1,0.97664,0.995,0.7857,0.8532,0.63409,1.022,0.000614,0.000614,0.000614
142,283.605,0.55946,0.48127,0.87374,1,0.97664,0.995,0.7857,0.8532,0.63409,1.022,0.0006041,0.0006041,0.0006041
143,285.368,0.48016,0.4645,0.87632,1,0.97664,0.995,0.7857,0.8532,0.63409,1.022,0.0005942,0.0005942,0.0005942
144,287.255,0.46368,0.38491,0.88314,0.98379,1,0.995,0.80817,0.82868,0.62314,0.98068,0.0005843,0.0005843,0.0005843
145,289.087,0.46025,0.40158,0.87288,0.98379,1,0.995,0.80817,0.82868,0.62314,0.98068,0.0005744,0.0005744,0.0005744
146,291.069,0.51992,0.42824,0.89715,0.98379,1,0.995,0.80817,0.82868,0.62314,0.98068,0.0005645,0.0005645,0.0005645
147,293.041,0.44622,0.39372,0.83553,0.98379,1,0.995,0.80817,0.82868,0.62314,0.98068,0.0005546,0.0005546,0.0005546
148,294.876,0.44942,0.44481,0.87032,0.97936,1,0.995,0.84073,0.79449,0.53355,0.88878,0.0005447,0.0005447,0.0005447
149,296.717,0.52245,0.41472,0.8314,0.97936,1,0.995,0.84073,0.79449,0.53355,0.88878,0.0005348,0.0005348,0.0005348
150,298.484,0.5193,0.41594,0.88828,0.97936,1,0.995,0.84073,0.79449,0.53355,0.88878,0.0005249,0.0005249,0.0005249
151,300.301,0.45626,0.4163,0.88415,0.97936,1,0.995,0.84073,0.79449,0.53355,0.88878,0.000515,0.000515,0.000515
152,302.199,0.45606,0.45954,0.94084,0.97865,1,0.995,0.81326,0.79,0.51183,0.88146,0.0005051,0.0005051,0.0005051
153,303.949,0.5324,0.41796,0.83833,0.97865,1,0.995,0.81326,0.79,0.51183,0.88146,0.0004952,0.0004952,0.0004952
154,305.692,0.43159,0.39111,0.85488,0.97865,1,0.995,0.81326,0.79,0.51183,0.88146,0.0004853,0.0004853,0.0004853
155,307.422,0.43071,0.3941,0.87916,0.97865,1,0.995,0.81326,0.79,0.51183,0.88146,0.0004754,0.0004754,0.0004754
156,309.205,0.49016,0.43636,0.85615,0.98121,1,0.995,0.76434,0.80332,0.4723,0.88516,0.0004655,0.0004655,0.0004655
157,311.009,0.54281,0.44022,0.86455,0.98121,1,0.995,0.76434,0.80332,0.4723,0.88516,0.0004556,0.0004556,0.0004556
158,312.889,0.54561,0.42708,0.88033,0.98121,1,0.995,0.76434,0.80332,0.4723,0.88516,0.0004457,0.0004457,0.0004457
159,314.804,0.40628,0.41121,0.82061,0.98121,1,0.995,0.76434,0.80332,0.4723,0.88516,0.0004358,0.0004358,0.0004358
160,316.677,0.45865,0.37327,0.86555,0.98522,1,0.995,0.76453,0.80841,0.46364,0.88307,0.0004259,0.0004259,0.0004259
161,318.46,0.34651,0.36771,0.85558,0.98522,1,0.995,0.76453,0.80841,0.46364,0.88307,0.000416,0.000416,0.000416
162,320.404,0.40912,0.36216,0.83168,0.98522,1,0.995,0.76453,0.80841,0.46364,0.88307,0.0004061,0.0004061,0.0004061
163,322.449,0.37336,0.36643,0.8835,0.98522,1,0.995,0.76453,0.80841,0.46364,0.88307,0.0003962,0.0003962,0.0003962
164,324.681,0.43138,0.42401,0.80453,0.98586,1,0.995,0.76465,0.76702,0.43955,0.86822,0.0003863,0.0003863,0.0003863
165,326.926,0.45302,0.39684,0.82361,0.98586,1,0.995,0.76465,0.76702,0.43955,0.86822,0.0003764,0.0003764,0.0003764
166,329.264,0.39921,0.36313,0.83944,0.98586,1,0.995,0.76465,0.76702,0.43955,0.86822,0.0003665,0.0003665,0.0003665
167,331.83,0.35945,0.34241,0.82251,0.98586,1,0.995,0.76465,0.76702,0.43955,0.86822,0.0003566,0.0003566,0.0003566
168,334.305,0.41215,0.36757,0.86272,0.98559,1,0.995,0.78124,0.72638,0.44607,0.8641,0.0003467,0.0003467,0.0003467
169,336.76,0.40918,0.45552,0.89034,0.98559,1,0.995,0.78124,0.72638,0.44607,0.8641,0.0003368,0.0003368,0.0003368
170,339.072,0.43488,0.39836,0.88989,0.98559,1,0.995,0.78124,0.72638,0.44607,0.8641,0.0003269,0.0003269,0.0003269
171,341.3,0.41797,0.49907,0.92019,0.98559,1,0.995,0.78124,0.72638,0.44607,0.8641,0.000317,0.000317,0.000317
172,343.474,0.39368,0.35056,0.82763,0.9862,1,0.995,0.80809,0.71264,0.48888,0.87146,0.0003071,0.0003071,0.0003071
173,345.883,0.42492,0.37293,0.89872,0.9862,1,0.995,0.80809,0.71264,0.48888,0.87146,0.0002972,0.0002972,0.0002972
174,348.006,0.40113,0.36261,0.85687,0.9862,1,0.995,0.80809,0.71264,0.48888,0.87146,0.0002873,0.0002873,0.0002873
175,350.251,0.38049,0.3509,0.88175,0.9862,1,0.995,0.80809,0.71264,0.48888,0.87146,0.0002774,0.0002774,0.0002774
176,352.484,0.36951,0.33182,0.86212,0.98611,1,0.995,0.85249,0.67756,0.51779,0.83989,0.0002675,0.0002675,0.0002675
177,354.781,0.33372,0.32508,0.79814,0.98611,1,0.995,0.85249,0.67756,0.51779,0.83989,0.0002576,0.0002576,0.0002576
178,356.785,0.5341,0.43224,1.00412,0.98611,1,0.995,0.85249,0.67756,0.51779,0.83989,0.0002477,0.0002477,0.0002477
179,358.603,0.45709,0.44266,0.89697,0.98611,1,0.995,0.85249,0.67756,0.51779,0.83989,0.0002378,0.0002378,0.0002378
180,360.427,0.30852,0.33709,0.78269,0.98616,1,0.995,0.85259,0.63712,0.5164,0.81213,0.0002279,0.0002279,0.0002279
181,363.567,0.47706,0.4212,0.8759,0.98616,1,0.995,0.85259,0.63712,0.5164,0.81213,0.000218,0.000218,0.000218
182,365.409,0.35275,0.34031,0.86958,0.98616,1,0.995,0.85259,0.63712,0.5164,0.81213,0.0002081,0.0002081,0.0002081
183,367.202,0.41421,0.42332,0.88503,0.98616,1,0.995,0.85259,0.63712,0.5164,0.81213,0.0001982,0.0001982,0.0001982
184,369.028,0.38292,0.33221,0.83494,0.98595,1,0.995,0.85259,0.62169,0.49449,0.80152,0.0001883,0.0001883,0.0001883
185,370.853,0.31804,0.37215,0.8713,0.98595,1,0.995,0.85259,0.62169,0.49449,0.80152,0.0001784,0.0001784,0.0001784
186,372.925,0.33812,0.33011,0.79031,0.98595,1,0.995,0.85259,0.62169,0.49449,0.80152,0.0001685,0.0001685,0.0001685
187,375.156,0.38387,0.39027,0.90905,0.98595,1,0.995,0.85259,0.62169,0.49449,0.80152,0.0001586,0.0001586,0.0001586
188,377.385,0.42121,0.38886,0.88145,0.9862,1,0.995,0.85275,0.61745,0.45851,0.79582,0.0001487,0.0001487,0.0001487
189,379.533,0.34463,0.34738,0.86922,0.9862,1,0.995,0.85275,0.61745,0.45851,0.79582,0.0001388,0.0001388,0.0001388
190,381.693,0.34183,0.36768,0.90621,0.9862,1,0.995,0.85275,0.61745,0.45851,0.79582,0.0001289,0.0001289,0.0001289
191,384.135,0.40007,0.3967,0.75589,0.9862,1,0.995,0.85275,0.61745,0.45851,0.79582,0.000119,0.000119,0.000119
192,386.674,0.40421,0.38184,0.77176,0.98608,1,0.995,0.85285,0.61982,0.43775,0.7952,0.0001091,0.0001091,0.0001091
193,388.828,0.38656,0.39444,0.84171,0.98608,1,0.995,0.85285,0.61982,0.43775,0.7952,9.92e-05,9.92e-05,9.92e-05
194,391.239,0.28832,0.42272,0.77196,0.98608,1,0.995,0.85285,0.61982,0.43775,0.7952,8.93e-05,8.93e-05,8.93e-05
195,393.581,0.34543,0.39591,0.84729,0.98608,1,0.995,0.85285,0.61982,0.43775,0.7952,7.94e-05,7.94e-05,7.94e-05
