epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,28.6,0.89364,1.10913,0.96039,0.00333,1,0.995,0.86254,0.53918,2.29979,0.75993,0.000499612,0.000499612,0.000499612
16,30.4493,0.88388,1.11587,0.94314,0.01286,1,0.995,0.85154,0.55956,2.22092,0.75556,0.00052793,0.00052793,0.00052793
17,32.2646,0.7459,1.07223,0.88774,0.78926,1,0.995,0.84037,0.50996,2.10278,0.74033,0.000555456,0.000555456,0.000555456
18,34.1908,0.681,1.0227,0.86812,0.92215,1,0.995,0.82954,0.629,2.02111,0.7372,0.00058219,0.00058219,0.00058219
19,36.0728,0.685,0.96968,0.89453,0.94606,1,0.995,0.78557,0.6829,2.0245,0.74644,0.000608132,0.000608132,0.000608132
20,37.8486,0.73757,1.06484,0.88511,0.89742,1,0.995,0.87932,0.54917,2.1361,0.74568,0.000633282,0.000633282,0.000633282
21,39.6949,0.91575,1.01387,0.90298,0.8142,1,0.995,0.96204,0.43143,2.18747,0.72265,0.00065764,0.00065764,0.00065764
22,41.5281,0.78904,1.18013,0.89981,0.83799,1,0.995,0.92904,0.56921,2.10405,0.74494,0.000681206,0.000681206,0.000681206
23,43.3099,0.8509,1.12812,0.87754,0.94939,1,0.995,0.79661,0.95513,2.05374,0.76945,0.00070398,0.00070398,0.00070398
24,45.1847,0.84435,1.1148,0.93707,0.95989,1,0.995,0.76365,1.13684,1.99693,0.78876,0.000725962,0.000725962,0.000725962
25,46.9921,1.0239,1.13467,0.95179,0.95657,1,0.995,0.8134,0.9103,1.949,0.78248,0.000747152,0.000747152,0.000747152
26,48.765,0.81184,1.17146,0.90697,0.94591,1,0.995,0.86315,0.74575,1.82183,0.76081,0.00076755,0.00076755,0.00076755
27,50.6421,0.75082,1.15842,0.90276,0.95343,1,0.995,0.88474,0.59893,1.60332,0.75657,0.000787156,0.000787156,0.000787156
28,52.4653,0.80204,1.0388,0.90026,0.95343,1,0.995,0.88474,0.59893,1.60332,0.75657,0.00080597,0.00080597,0.00080597
29,54.2662,0.98679,1.1179,0.9431,0.95777,1,0.995,0.84037,0.71376,1.53045,0.77452,0.000823992,0.000823992,0.000823992
30,56.0287,0.85581,1.11835,0.93848,0.95947,1,0.995,0.76357,0.77307,1.68721,0.77023,0.000841222,0.000841222,0.000841222
31,57.7829,0.82397,1.07238,0.87616,0.95947,1,0.995,0.76357,0.77307,1.68721,0.77023,0.00085766,0.00085766,0.00085766
32,59.5335,0.81413,1.02091,0.91095,0.96418,1,0.995,0.73154,0.92659,1.77088,0.77999,0.000873306,0.000873306,0.000873306
33,61.3168,0.8613,1.04946,0.92114,0.96061,1,0.995,0.58738,1.14525,1.84301,0.80687,0.00088816,0.00088816,0.00088816
34,63.1238,0.74954,0.95338,0.85421,0.96061,1,0.995,0.58738,1.14525,1.84301,0.80687,0.000902222,0.000902222,0.000902222
35,65.1283,0.6961,0.99706,0.88767,0.97968,1,0.995,0.61985,1.26509,2.02831,0.83911,0.000915492,0.000915492,0.000915492
36,67.0299,0.97769,1.12285,0.95613,0.97575,1,0.995,0.61985,1.1306,2.03303,0.81723,0.00092797,0.00092797,0.00092797
37,68.9566,0.83495,1.10402,0.96114,0.97575,1,0.995,0.61985,1.1306,2.03303,0.81723,0.000939656,0.000939656,0.000939656
38,70.8019,0.79185,0.95105,0.90586,1,0.64549,0.995,0.68619,0.98855,2.3029,0.81496,0.00095055,0.00095055,0.00095055
39,72.7289,0.76464,0.94287,0.92123,1,0.63351,0.995,0.57548,1.18677,2.20375,0.8154,0.000960652,0.000960652,0.000960652
40,74.7947,0.78397,1.05695,0.91665,1,0.63351,0.995,0.57548,1.18677,2.20375,0.8154,0.000969962,0.000969962,0.000969962
41,76.7738,0.73064,0.98023,0.92431,0.99673,1,0.995,0.69765,1.1726,2.27226,0.83838,0.00097848,0.00097848,0.00097848
42,78.8264,0.77626,0.90949,0.90685,0.95853,1,0.995,0.71928,1.03887,2.09429,0.81795,0.000986206,0.000986206,0.000986206
43,80.828,0.86707,0.95796,0.92459,0.95853,1,0.995,0.71928,1.03887,2.09429,0.81795,0.00099314,0.00099314,0.00099314
44,82.8274,0.7818,1.00518,0.92157,0.95018,1,0.995,0.71965,0.9705,1.75669,0.79477,0.000999282,0.000999282,0.000999282
45,85.0184,0.7814,0.90886,0.95113,0.95018,1,0.995,0.71965,0.9705,1.75669,0.79477,0.00100463,0.00100463,0.00100463
46,87.2804,0.72619,0.8735,0.88327,0.96296,1,0.995,0.73122,0.96873,1.53221,0.79168,0.00100919,0.00100919,0.00100919
47,89.5509,0.77224,0.92018,0.90891,0.96296,1,0.995,0.73122,0.96873,1.53221,0.79168,0.00101296,0.00101296,0.00101296
48,91.7368,0.76016,0.9058,0.88447,0.99971,1,0.995,0.71965,0.95781,1.32495,0.77113,0.00101593,0.00101593,0.00101593
49,93.8735,0.66831,0.88074,0.85924,0.99971,1,0.995,0.71965,0.95781,1.32495,0.77113,0.00101811,0.00101811,0.00101811
50,95.9377,0.67869,0.91469,0.8836,0.98834,1,0.995,0.69765,1.09174,1.16162,0.78062,0.0010195,0.0010195,0.0010195
51,97.9546,0.75072,0.89215,0.90547,0.98834,1,0.995,0.69765,1.09174,1.16162,0.78062,0.00101,0.00101,0.00101
52,99.9046,0.66117,0.90192,0.85524,0.97867,1,0.995,0.69765,0.99541,1.06918,0.78019,0.0009902,0.0009902,0.0009902
53,101.841,0.75342,0.89932,0.89712,0.97867,1,0.995,0.69765,0.99541,1.06918,0.78019,0.0009704,0.0009704,0.0009704
54,103.797,0.75692,0.92113,0.8981,0.99035,1,0.995,0.73184,0.78156,1.0033,0.75954,0.0009506,0.0009506,0.0009506
55,105.68,0.78931,0.92992,0.87916,0.99035,1,0.995,0.73184,0.78156,1.0033,0.75954,0.0009308,0.0009308,0.0009308
56,107.596,0.66678,0.89886,0.82022,0.98981,1,0.995,0.79719,0.7122,1.00911,0.76015,0.000911,0.000911,0.000911
57,109.505,0.67018,0.8464,0.85935,0.98981,1,0.995,0.79719,0.7122,1.00911,0.76015,0.0008912,0.0008912,0.0008912
58,111.405,0.7237,0.89542,0.86586,0.98449,1,0.995,0.79719,0.74221,0.97729,0.77725,0.0008714,0.0008714,0.0008714
59,113.285,0.73805,0.92036,0.93202,0.98449,1,0.995,0.79719,0.74221,0.97729,0.77725,0.0008516,0.0008516,0.0008516
60,115.179,0.79986,0.91128,0.92261,0.98126,1,0.995,0.63172,1.09725,1.06593,0.8379,0.0008318,0.0008318,0.0008318
61,116.973,0.73299,0.83759,0.86308,0.98126,1,0.995,0.63172,1.09725,1.06593,0.8379,0.000812,0.000812,0.000812
62,118.841,0.63126,0.86102,0.86066,0.97523,1,0.995,0.69772,1.17735,1.12454,0.83147,0.0007922,0.0007922,0.0007922
63,120.773,0.71361,0.87058,0.89212,0.97523,1,0.995,0.69772,1.17735,1.12454,0.83147,0.0007724,0.0007724,0.0007724
64,122.699,0.67952,0.91703,0.89204,0.96469,1,0.995,0.70922,0.95931,1.31321,0.7944,0.0007526,0.0007526,0.0007526
65,124.521,0.62948,0.82265,0.85772,0.96469,1,0.995,0.70922,0.95931,1.31321,0.7944,0.0007328,0.0007328,0.0007328
66,126.387,0.65451,0.84851,0.86897,0.94479,0.66667,0.71,0.61722,0.67732,1.84013,0.80683,0.000713,0.000713,0.000713
67,128.182,0.74132,0.84473,0.93856,0.94479,0.66667,0.71,0.61722,0.67732,1.84013,0.80683,0.0006932,0.0006932,0.0006932
68,130.087,0.66527,0.8446,0.85066,0.95976,0.66667,0.66537,0.66537,0.91198,1.73478,0.98017,0.0006734,0.0006734,0.0006734
69,132.032,0.6801,0.86009,0.91772,0.95976,0.66667,0.66537,0.66537,0.91198,1.73478,0.98017,0.0006536,0.0006536,0.0006536
70,134.201,0.61871,0.80339,0.87051,0.97452,0.66667,0.70625,0.62789,0.75031,1.31905,0.78105,0.0006338,0.0006338,0.0006338
71,136.205,0.63565,0.79245,0.89238,0.97452,0.66667,0.70625,0.62789,0.75031,1.31905,0.78105,0.000614,0.000614,0.000614
72,138.121,0.64524,0.82252,0.87884,1,0.9858,0.995,0.76365,0.93654,1.10211,0.78489,0.0005942,0.0005942,0.0005942
73,140.064,0.62671,0.74538,0.84051,1,0.9858,0.995,0.76365,0.93654,1.10211,0.78489,0.0005744,0.0005744,0.0005744
74,142.119,0.58677,0.79658,0.85616,0.98368,1,0.995,0.78044,0.85796,0.88656,0.78631,0.0005546,0.0005546,0.0005546
75,144.052,0.60679,0.78342,0.87331,0.98368,1,0.995,0.78044,0.85796,0.88656,0.78631,0.0005348,0.0005348,0.0005348
76,146.213,0.7332,0.80344,0.93025,0.98555,1,0.995,0.75319,0.90689,0.93315,0.7829,0.000515,0.000515,0.000515
77,148.251,0.5231,0.72379,0.87005,0.98555,1,0.995,0.75319,0.90689,0.93315,0.7829,0.0004952,0.0004952,0.0004952
78,150.45,0.68403,0.79561,0.90773,0.9868,1,0.995,0.71965,0.99056,0.98627,0.79264,0.0004754,0.0004754,0.0004754
79,152.416,0.53864,0.83562,0.85312,0.9868,1,0.995,0.71965,0.99056,0.98627,0.79264,0.0004556,0.0004556,0.0004556
80,154.387,0.5497,0.69583,0.82967,0.98772,1,0.995,0.69765,1.01726,0.97361,0.80042,0.0004358,0.0004358,0.0004358
81,156.308,0.55434,0.77442,0.87949,0.98772,1,0.995,0.69765,1.01726,0.97361,0.80042,0.000416,0.000416,0.000416
82,158.331,0.62198,0.78469,0.88229,0.98743,1,0.995,0.63664,0.98678,0.89731,0.8052,0.0003962,0.0003962,0.0003962
83,160.336,0.63603,0.72585,0.87642,0.98743,1,0.995,0.63664,0.98678,0.89731,0.8052,0.0003764,0.0003764,0.0003764
84,162.639,0.52768,0.7297,0.8534,0.98519,1,0.995,0.63687,0.92841,0.82069,0.79486,0.0003566,0.0003566,0.0003566
85,164.81,0.59213,0.73322,0.86572,0.98519,1,0.995,0.63687,0.92841,0.82069,0.79486,0.0003368,0.0003368,0.0003368
86,167.358,0.58429,0.77309,0.82126,0.98493,1,0.995,0.66447,0.85076,0.82011,0.78624,0.000317,0.000317,0.000317
87,169.606,0.5154,0.74444,0.87633,0.98493,1,0.995,0.66447,0.85076,0.82011,0.78624,0.0002972,0.0002972,0.0002972
88,171.667,0.57561,0.69707,0.87967,0.98538,1,0.995,0.73149,0.95731,0.86448,0.81908,0.0002774,0.0002774,0.0002774
89,173.697,0.44496,0.65967,0.84864,0.98538,1,0.995,0.73149,0.95731,0.86448,0.81908,0.0002576,0.0002576,0.0002576
90,175.64,0.50684,0.65767,0.8439,0.98553,1,0.995,0.70922,1.01345,0.84796,0.82688,0.0002378,0.0002378,0.0002378
91,177.544,0.53865,1.18497,0.84483,0.98553,1,0.995,0.70922,1.01345,0.84796,0.82688,0.000218,0.000218,0.000218
92,179.446,0.55895,1.1215,0.80156,0.98541,1,0.995,0.70922,0.9762,0.82944,0.82212,0.0001982,0.0001982,0.0001982
93,181.217,0.49111,1.02373,0.76397,0.98541,1,0.995,0.70922,0.9762,0.82944,0.82212,0.0001784,0.0001784,0.0001784
94,183.077,0.49458,1.03019,0.83964,0.98546,1,0.995,0.77519,0.93961,0.86353,0.8038,0.0001586,0.0001586,0.0001586
95,184.854,0.40361,0.97733,0.77808,0.98546,1,0.995,0.77519,0.93961,0.86353,0.8038,0.0001388,0.0001388,0.0001388
96,186.648,0.47882,0.98902,0.79353,0.98514,1,0.995,0.73085,0.91431,0.88299,0.7912,0.000119,0.000119,0.000119
97,188.624,0.44551,1.00867,0.80454,0.98514,1,0.995,0.73085,0.91431,0.88299,0.7912,9.92e-05,9.92e-05,9.92e-05
98,190.498,0.52219,1.03329,0.83477,0.98517,1,0.995,0.73085,0.88822,0.8804,0.787,7.94e-05,7.94e-05,7.94e-05
99,192.281,0.44488,0.93716,0.82334,0.98517,1,0.995,0.73085,0.88822,0.8804,0.787,5.96e-05,5.96e-05,5.96e-05
100,194.093,0.41491,0.97197,0.82714,0.98534,1,0.995,0.73085,0.87753,0.87449,0.78481,3.98e-05,3.98e-05,3.98e-05
