epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,18.6655,0.64375,2.27835,0.83345,0.00333,1,0.995,0.85154,0.59723,2.53941,0.76546,0.000272238,0.000272238,0.000272238
16,19.9249,0.58612,1.87095,0.86976,0.00333,1,0.995,0.84037,0.59171,2.4898,0.77123,0.00029109,0.00029109,0.00029109
17,21.2831,0.64933,1.71028,0.8755,0.00333,1,0.995,0.77982,0.65842,2.46449,0.76049,0.000309862,0.000309862,0.000309862
18,22.5195,0.636,1.63233,0.87159,0.00333,1,0.995,0.77982,0.65842,2.46449,0.76049,0.000328556,0.000328556,0.000328556
19,23.765,0.9602,1.71791,0.96775,0.00333,1,0.995,0.84636,0.58871,2.40142,0.76253,0.00034717,0.00034717,0.00034717
20,25.0589,0.80467,1.61028,0.97132,0.00333,1,0.995,0.84636,0.58871,2.40142,0.76253,0.000365704,0.000365704,0.000365704
21,26.4341,0.62359,1.49459,0.82422,0.00333,1,0.995,0.84636,0.70617,2.3742,0.7439,0.00038416,0.00038416,0.00038416
22,27.6741,0.73168,1.34867,0.88266,0.00333,1,0.995,0.84636,0.70617,2.3742,0.7439,0.000402536,0.000402536,0.000402536
23,28.9442,0.72455,1.47284,0.88685,0.00333,1,0.995,0.77982,0.72587,2.30324,0.76201,0.000420834,0.000420834,0.000420834
24,30.26,0.61208,1.32348,0.89193,0.00333,1,0.995,0.77982,0.72587,2.30324,0.76201,0.000439052,0.000439052,0.000439052
25,31.5934,0.62819,1.33264,0.88768,0.00333,1,0.995,0.8072,0.69375,2.31215,0.787,0.00045719,0.00045719,0.00045719
26,32.8788,0.58406,1.42352,0.86755,0.00333,1,0.995,0.8072,0.69375,2.31215,0.787,0.00047525,0.00047525,0.00047525
27,34.1178,0.75495,1.31957,0.84186,0.00333,1,0.995,0.69742,0.7148,2.35227,0.77473,0.00049323,0.00049323,0.00049323
28,35.3911,0.76962,1.32634,0.85572,0.00333,1,0.995,0.69742,0.7148,2.35227,0.77473,0.000511132,0.000511132,0.000511132
29,36.7237,0.62469,1.29556,0.92486,0.01048,1,0.9125,0.61545,0.68671,2.33711,0.77482,0.000528954,0.000528954,0.000528954
30,38.0089,0.71869,1.30875,0.97311,0.01048,1,0.9125,0.61545,0.68671,2.33711,0.77482,0.000546696,0.000546696,0.000546696
31,39.3459,0.7242,1.22201,0.84677,0.65926,1,0.995,0.82954,0.70505,2.16475,0.75002,0.00056436,0.00056436,0.00056436
32,40.653,0.70723,1.12503,0.90374,0.65926,1,0.995,0.82954,0.70505,2.16475,0.75002,0.000581944,0.000581944,0.000581944
33,42.0313,0.6006,1.09767,0.93109,1,0.87404,0.995,0.78557,0.7929,2.1264,0.7643,0.00059945,0.00059945,0.00059945
34,43.4699,0.58924,1.19319,0.88624,1,0.87404,0.995,0.78557,0.7929,2.1264,0.7643,0.000616876,0.000616876,0.000616876
35,44.7912,0.52562,0.98587,0.84953,1,0.83483,0.995,0.80757,0.71513,2.1691,0.76537,0.000634222,0.000634222,0.000634222
36,46.1304,0.70809,1.01056,0.90945,1,0.83483,0.995,0.80757,0.71513,2.1691,0.76537,0.00065149,0.00065149,0.00065149
37,47.4969,0.73069,1.08919,0.8369,1,0.70234,0.995,0.85154,0.5698,2.12259,0.75705,0.000668678,0.000668678,0.000668678
38,48.712,0.62529,1.32184,0.86648,1,0.70234,0.995,0.85154,0.5698,2.12259,0.75705,0.000685788,0.000685788,0.000685788
39,49.9917,0.80868,1.17227,0.87784,1,0.7963,0.995,0.85716,0.5765,2.14567,0.75761,0.000702818,0.000702818,0.000702818
40,51.2316,0.85848,1.23574,0.91877,1,0.7963,0.995,0.85716,0.5765,2.14567,0.75761,0.000719768,0.000719768,0.000719768
41,52.5516,0.73498,1.36901,0.92391,1,0.88565,0.995,0.91229,0.56764,2.17698,0.76035,0.00073664,0.00073664,0.00073664
42,53.8562,0.68051,1.20039,0.83034,1,0.88565,0.995,0.91229,0.56764,2.17698,0.76035,0.000753432,0.000753432,0.000753432
43,55.2025,0.65115,1.18515,0.85054,1,0.94665,0.995,0.8955,0.69962,1.9197,0.78715,0.000770146,0.000770146,0.000770146
44,56.396,0.83171,1.28874,0.9274,1,0.94665,0.995,0.8955,0.69962,1.9197,0.78715,0.00078678,0.00078678,0.00078678
45,57.6761,0.74484,1.08745,0.91886,1,0.9748,0.995,0.81279,0.63196,1.59597,0.77614,0.000803334,0.000803334,0.000803334
46,58.9337,0.71839,0.98416,0.85141,1,0.9748,0.995,0.81279,0.63196,1.59597,0.77614,0.00081981,0.00081981,0.00081981
47,60.1287,0.64393,0.96126,0.84939,1,0.96773,0.995,0.75766,0.76916,1.59879,0.79546,0.000836206,0.000836206,0.000836206
48,61.2835,0.76887,1.21009,0.92377,1,0.96773,0.995,0.75766,0.76916,1.59879,0.79546,0.000852524,0.000852524,0.000852524
49,62.4726,0.89162,1.14043,0.95513,1,0.96359,0.995,0.75766,0.84069,1.65207,0.79869,0.000868762,0.000868762,0.000868762
50,63.6707,0.77257,1.11566,0.94649,1,0.96359,0.995,0.75766,0.84069,1.65207,0.79869,0.00088492,0.00088492,0.00088492
51,64.8818,0.80091,1.23331,0.88026,0.93223,1,0.995,0.8072,0.63696,1.63067,0.77932,0.000901,0.000901,0.000901
52,66.0439,0.73055,1.20865,0.9255,0.93223,1,0.995,0.8072,0.63696,1.63067,0.77932,0.000917,0.000917,0.000917
53,67.2054,0.79199,1.11451,0.90953,0.93223,1,0.995,0.8072,0.63696,1.63067,0.77932,0.000932922,0.000932922,0.000932922
54,68.396,0.73304,1.18835,0.94315,0.94888,1,0.995,0.84037,0.58636,1.60734,0.79029,0.000948764,0.000948764,0.000948764
55,69.6689,0.63549,1.03163,0.88565,0.94888,1,0.995,0.84037,0.58636,1.60734,0.79029,0.000964526,0.000964526,0.000964526
56,70.8609,0.84079,1.03365,0.84771,0.94888,1,0.995,0.84037,0.58636,1.60734,0.79029,0.00098021,0.00098021,0.00098021
57,72.0464,0.81506,1.07929,0.90829,0.92295,1,0.995,0.81279,0.57779,1.69654,0.77731,0.000995814,0.000995814,0.000995814
58,73.2206,0.701,1.0943,0.86632,0.92295,1,0.995,0.81279,0.57779,1.69654,0.77731,0.00101134,0.00101134,0.00101134
59,74.4065,0.71044,1.13329,0.93472,0.92295,1,0.995,0.81279,0.57779,1.69654,0.77731,0.00102679,0.00102679,0.00102679
60,75.6219,0.74344,1.15243,0.922,0.94067,1,0.995,0.8955,0.56,1.96506,0.76079,0.00104215,0.00104215,0.00104215
61,76.9132,0.70843,1.17295,0.88678,0.94067,1,0.995,0.8955,0.56,1.96506,0.76079,0.00105744,0.00105744,0.00105744
62,78.1782,0.67422,1.04651,0.84286,0.94067,1,0.995,0.8955,0.56,1.96506,0.76079,0.00107265,0.00107265,0.00107265
63,79.3724,0.62598,1.02729,0.90786,1,0.86433,0.995,0.8955,0.60843,2.06328,0.77538,0.00108778,0.00108778,0.00108778
64,80.6186,0.61741,1.10713,0.84379,1,0.86433,0.995,0.8955,0.60843,2.06328,0.77538,0.00110283,0.00110283,0.00110283
65,81.846,0.62905,0.95074,0.90937,1,0.86433,0.995,0.8955,0.60843,2.06328,0.77538,0.0011178,0.0011178,0.0011178
66,83.1232,0.64459,1.16264,0.93608,1,0.91639,0.995,0.8955,0.53282,1.94551,0.75969,0.00113269,0.00113269,0.00113269
67,84.3462,0.65299,1.08653,0.91369,1,0.91639,0.995,0.8955,0.53282,1.94551,0.75969,0.0011475,0.0011475,0.0011475
68,85.5698,0.63235,1.05163,0.89291,1,0.91639,0.995,0.8955,0.53282,1.94551,0.75969,0.00116224,0.00116224,0.00116224
69,86.9114,0.59039,1.06294,0.86729,1,0.97,0.995,0.9067,0.62775,1.83096,0.76775,0.00117689,0.00117689,0.00117689
70,88.1426,0.8494,1.06842,0.90658,1,0.97,0.995,0.9067,0.62775,1.83096,0.76775,0.00119146,0.00119146,0.00119146
71,89.3853,0.85469,1.24299,0.86271,1,0.97,0.995,0.9067,0.62775,1.83096,0.76775,0.00120596,0.00120596,0.00120596
72,90.7115,0.70341,0.97133,0.89363,1,0.64986,0.995,0.86274,0.77832,2.18574,0.8089,0.00122038,0.00122038,0.00122038
73,92.0148,0.71576,1.00337,0.89718,1,0.64986,0.995,0.86274,0.77832,2.18574,0.8089,0.00123471,0.00123471,0.00123471
74,93.287,0.80967,1.1958,0.98493,1,0.64986,0.995,0.86274,0.77832,2.18574,0.8089,0.00124897,0.00124897,0.00124897
75,94.6011,0.56813,1.09591,0.84568,0.9506,0.33333,0.64143,0.4784,1.30442,2.4665,0.9872,0.00126315,0.00126315,0.00126315
76,95.9969,0.60949,1.05037,0.89743,0.9506,0.33333,0.64143,0.4784,1.30442,2.4665,0.9872,0.00127725,0.00127725,0.00127725
77,97.1524,0.68258,1.02193,0.87214,0.9506,0.33333,0.64143,0.4784,1.30442,2.4665,0.9872,0.00129127,0.00129127,0.00129127
78,98.3715,0.69239,1.01434,0.86422,1,0.63753,0.863,0.66897,1.01418,2.1169,0.89966,0.00130521,0.00130521,0.00130521
79,99.4894,0.76875,1.09705,0.89112,1,0.63753,0.863,0.66897,1.01418,2.1169,0.89966,0.00131907,0.00131907,0.00131907
80,100.645,0.60186,0.95993,0.86654,1,0.63753,0.863,0.66897,1.01418,2.1169,0.89966,0.00133286,0.00133286,0.00133286
81,101.855,0.63817,0.912,0.88663,0.9781,1,0.995,0.81279,0.78401,1.48924,0.80864,0.00134656,0.00134656,0.00134656
82,103.127,0.59854,1.00797,0.89576,0.9781,1,0.995,0.81279,0.78401,1.48924,0.80864,0.00136018,0.00136018,0.00136018
83,104.355,0.74168,1.09358,0.97334,0.9781,1,0.995,0.81279,0.78401,1.48924,0.80864,0.00137373,0.00137373,0.00137373
84,105.634,0.67025,0.99243,0.86826,0.95945,1,0.995,0.67494,1.06607,1.5105,0.81516,0.0013872,0.0013872,0.0013872
85,106.824,0.65372,1.22426,0.90733,0.95945,1,0.995,0.67494,1.06607,1.5105,0.81516,0.00140058,0.00140058,0.00140058
86,108.023,0.70325,1.07157,0.88638,0.95945,1,0.995,0.67494,1.06607,1.5105,0.81516,0.00141389,0.00141389,0.00141389
87,109.305,0.77197,1.06778,0.94677,0.95945,1,0.995,0.67494,1.06607,1.5105,0.81516,0.00142712,0.00142712,0.00142712
88,110.621,0.65756,0.94993,0.8379,0.74027,1,0.74625,0.4814,1,1.79183,0.85954,0.00144027,0.00144027,0.00144027
89,111.959,0.64087,1.0471,0.86041,0.74027,1,0.74625,0.4814,1,1.79183,0.85954,0.00145334,0.00145334,0.00145334
90,113.191,0.64545,1.03359,0.83591,0.74027,1,0.74625,0.4814,1,1.79183,0.85954,0.00146633,0.00146633,0.00146633
91,114.513,0.68176,1.05102,0.85609,0.74027,1,0.74625,0.4814,1,1.79183,0.85954,0.00147924,0.00147924,0.00147924
92,115.787,0.67281,1.1302,0.94146,0.41807,1,0.4975,0.31022,1.13384,1.8419,0.93521,0.00149207,0.00149207,0.00149207
93,116.954,0.75706,1.11057,0.89667,0.41807,1,0.4975,0.31022,1.13384,1.8419,0.93521,0.00150483,0.00150483,0.00150483
94,118.173,0.7135,1.04219,0.94591,0.41807,1,0.4975,0.31022,1.13384,1.8419,0.93521,0.0015175,0.0015175,0.0015175
95,119.452,0.74825,1.15925,0.95711,0.41807,1,0.4975,0.31022,1.13384,1.8419,0.93521,0.00153009,0.00153009,0.00153009
96,120.887,0.84912,1.16821,0.96371,0.57264,1,0.597,0.40228,0.97833,1.7936,0.93891,0.00154261,0.00154261,0.00154261
97,122.167,0.5992,0.97443,0.82345,0.57264,1,0.597,0.40228,0.97833,1.7936,0.93891,0.00155505,0.00155505,0.00155505
98,123.456,0.6441,1.03674,0.92781,0.57264,1,0.597,0.40228,0.97833,1.7936,0.93891,0.0015674,0.0015674,0.0015674
99,124.677,0.58249,0.92356,0.87424,0.57264,1,0.597,0.40228,0.97833,1.7936,0.93891,0.00157968,0.00157968,0.00157968
100,125.956,0.53426,0.97696,0.89958,0.70391,1,0.9125,0.68504,0.79323,1.49948,0.92368,0.00159188,0.00159188,0.00159188
101,127.175,0.82001,1.04847,0.89854,0.70391,1,0.9125,0.68504,0.79323,1.49948,0.92368,0.001604,0.001604,0.001604
102,128.368,0.68499,0.98192,0.96739,0.70391,1,0.9125,0.68504,0.79323,1.49948,0.92368,0.00160004,0.00160004,0.00160004
103,129.537,0.75749,1.03841,0.96454,0.70391,1,0.9125,0.68504,0.79323,1.49948,0.92368,0.00159608,0.00159608,0.00159608
104,130.808,0.70259,0.99128,0.92747,0.96689,1,0.995,0.73004,0.9441,1.39526,0.97338,0.00159212,0.00159212,0.00159212
105,132.02,0.56208,0.86463,0.89237,0.96689,1,0.995,0.73004,0.9441,1.39526,0.97338,0.00158816,0.00158816,0.00158816
106,133.233,0.60549,0.83975,0.93207,0.96689,1,0.995,0.73004,0.9441,1.39526,0.97338,0.0015842,0.0015842,0.0015842
107,134.42,0.5413,1.14148,0.90821,0.96689,1,0.995,0.73004,0.9441,1.39526,0.97338,0.00158024,0.00158024,0.00158024
108,135.647,0.64402,0.95394,0.94476,1,0.98494,0.995,0.65257,1.14482,1.39083,1.09471,0.00157628,0.00157628,0.00157628
109,136.847,0.67089,0.96652,0.92524,1,0.98494,0.995,0.65257,1.14482,1.39083,1.09471,0.00157232,0.00157232,0.00157232
110,138.045,0.62325,0.77353,0.88295,1,0.98494,0.995,0.65257,1.14482,1.39083,1.09471,0.00156836,0.00156836,0.00156836
111,139.243,0.74141,0.82971,0.90333,1,0.98494,0.995,0.65257,1.14482,1.39083,1.09471,0.0015644,0.0015644,0.0015644
112,140.429,0.74548,0.85242,0.8399,0.7286,1,0.9125,0.5237,1.10961,1.52747,1.11214,0.00156044,0.00156044,0.00156044
113,141.58,0.56189,0.84578,0.88425,0.7286,1,0.9125,0.5237,1.10961,1.52747,1.11214,0.00155648,0.00155648,0.00155648
114,142.759,0.59356,0.86056,0.93993,0.7286,1,0.9125,0.5237,1.10961,1.52747,1.11214,0.00155252,0.00155252,0.00155252
115,144.051,0.63201,0.91483,0.94316,0.7286,1,0.9125,0.5237,1.10961,1.52747,1.11214,0.00154856,0.00154856,0.00154856
116,145.382,0.57715,1.00207,0.83515,1,0.93621,0.995,0.71961,0.9362,1.51142,1.02204,0.0015446,0.0015446,0.0015446
117,146.573,0.60862,0.87438,0.8826,1,0.93621,0.995,0.71961,0.9362,1.51142,1.02204,0.00154064,0.00154064,0.00154064
118,147.961,0.73012,1.12364,0.96105,1,0.93621,0.995,0.71961,0.9362,1.51142,1.02204,0.00153668,0.00153668,0.00153668
119,149.152,0.70277,0.86272,0.88081,1,0.93621,0.995,0.71961,0.9362,1.51142,1.02204,0.00153272,0.00153272,0.00153272
120,150.489,0.59205,0.95721,0.92459,0.96253,1,0.995,0.796,0.693,1.26799,0.87367,0.00152876,0.00152876,0.00152876
121,151.788,0.67508,0.78274,0.90983,0.96253,1,0.995,0.796,0.693,1.26799,0.87367,0.0015248,0.0015248,0.0015248
122,152.987,0.76511,0.98732,0.88834,0.96253,1,0.995,0.796,0.693,1.26799,0.87367,0.00152084,0.00152084,0.00152084
123,154.218,0.51782,0.75891,0.86468,0.96253,1,0.995,0.796,0.693,1.26799,0.87367,0.00151688,0.00151688,0.00151688
124,155.467,0.48184,0.80527,0.85244,0.96821,1,0.995,0.796,0.80173,1.09482,0.9743,0.00151292,0.00151292,0.00151292
125,156.715,0.52365,0.86404,0.85958,0.96821,1,0.995,0.796,0.80173,1.09482,0.9743,0.00150896,0.00150896,0.00150896
126,157.945,0.68563,0.89612,0.85588,0.96821,1,0.995,0.796,0.80173,1.09482,0.9743,0.001505,0.001505,0.001505
127,159.148,0.53101,0.78415,0.85219,0.96821,1,0.995,0.796,0.80173,1.09482,0.9743,0.00150104,0.00150104,0.00150104
128,160.404,0.51868,1.03317,0.8623,0.98218,1,0.995,0.78524,0.72978,1.09663,0.88563,0.00149708,0.00149708,0.00149708
129,161.558,0.50532,0.79527,0.85324,0.98218,1,0.995,0.78524,0.72978,1.09663,0.88563,0.00149312,0.00149312,0.00149312
130,162.656,0.5977,0.95315,0.90768,0.98218,1,0.995,0.78524,0.72978,1.09663,0.88563,0.00148916,0.00148916,0.00148916
131,163.89,0.58997,0.84429,0.89185,0.98218,1,0.995,0.78524,0.72978,1.09663,0.88563,0.0014852,0.0014852,0.0014852
132,165.006,0.53949,0.77591,0.8468,0.97655,1,0.995,0.80757,0.7232,1.05469,0.84713,0.00148124,0.00148124,0.00148124
133,166.25,0.51041,0.76322,0.8631,0.97655,1,0.995,0.80757,0.7232,1.05469,0.84713,0.00147728,0.00147728,0.00147728
134,167.346,0.56533,0.7936,0.85115,0.97655,1,0.995,0.80757,0.7232,1.05469,0.84713,0.00147332,0.00147332,0.00147332
135,168.526,0.59503,0.81517,0.88103,0.97655,1,0.995,0.80757,0.7232,1.05469,0.84713,0.00146936,0.00146936,0.00146936
136,169.778,0.4646,0.77349,0.84065,0.96769,1,0.995,0.84037,0.61636,1.16396,0.81681,0.0014654,0.0014654,0.0014654
137,170.985,0.50247,0.7499,0.91389,0.96769,1,0.995,0.84037,0.61636,1.16396,0.81681,0.00146144,0.00146144,0.00146144
138,172.154,0.51688,0.81463,0.87518,0.96769,1,0.995,0.84037,0.61636,1.16396,0.81681,0.00145748,0.00145748,0.00145748
139,173.33,0.60995,0.93019,0.91454,0.96769,1,0.995,0.84037,0.61636,1.16396,0.81681,0.00145352,0.00145352,0.00145352
140,174.615,0.49181,0.73049,0.82377,0.95667,1,0.995,0.88507,0.61145,1.19005,0.82365,0.00144956,0.00144956,0.00144956
141,175.888,0.52866,0.86637,0.8803,0.95667,1,0.995,0.88507,0.61145,1.19005,0.82365,0.0014456,0.0014456,0.0014456
142,177.167,0.51791,0.81925,0.88629,0.95667,1,0.995,0.88507,0.61145,1.19005,0.82365,0.00144164,0.00144164,0.00144164
